"datetime"	"gprmc_latitude"	"gprmc_longitude"	"sbe37o_temp"	"sbe16pls_salinity"	"pco2cv_CO2"	"sbe37o_oxy"
"2017-12-03T07:02:04"	45.697857	13.70838	NA	NA	NA	NA
"2017-12-03T07:06:42"	NA	NA	12.2584	NA	NA	5.59
"2017-12-03T07:08:11"	NA	NA	NA	37.7521	NA	NA
"2017-12-03T07:32:12"	45.69774	13.708437	NA	NA	NA	NA
"2017-12-03T08:02:08"	45.697728	13.708405	NA	NA	NA	NA
"2017-12-03T08:06:41"	NA	NA	12.1847	NA	NA	5.601
"2017-12-03T08:08:11"	NA	NA	NA	37.7673	NA	NA
"2017-12-03T08:32:08"	45.697733	13.708393	NA	NA	NA	NA
"2017-12-03T09:02:08"	45.697822	13.708392	NA	NA	NA	NA
"2017-12-03T09:06:41"	NA	NA	12.1373	NA	NA	5.607
"2017-12-03T09:08:10"	NA	NA	NA	37.7472	NA	NA
"2017-12-03T09:32:05"	45.697752	13.7084	NA	NA	NA	NA
"2017-12-03T10:02:12"	45.697698	13.708387	NA	NA	NA	NA
"2017-12-03T10:06:42"	NA	NA	12.1769	NA	NA	5.606
"2017-12-03T10:08:11"	NA	NA	NA	37.7504	NA	NA
"2017-12-03T10:32:08"	45.697747	13.70836	NA	NA	NA	NA
"2017-12-03T11:02:08"	45.697808	13.708433	NA	NA	NA	NA
"2017-12-03T11:06:41"	NA	NA	12.1661	NA	NA	5.609
"2017-12-03T11:08:10"	NA	NA	NA	37.769	NA	NA
"2017-12-03T11:32:08"	45.697728	13.708443	NA	NA	NA	NA
"2017-12-03T12:02:04"	45.697788	13.708432	NA	NA	NA	NA
"2017-12-03T12:06:42"	NA	NA	12.1566	NA	NA	5.612
"2017-12-03T12:08:11"	NA	NA	NA	37.7608	NA	NA
"2017-12-03T12:32:12"	45.697828	13.708392	NA	NA	NA	NA
"2017-12-03T13:02:08"	45.697827	13.708438	NA	NA	NA	NA
"2017-12-03T13:06:41"	NA	NA	12.0417	NA	NA	5.611
"2017-12-03T13:08:10"	NA	NA	NA	37.7083	NA	NA
"2017-12-03T13:32:08"	45.697867	13.708395	NA	NA	NA	NA
"2017-12-03T14:02:08"	45.697687	13.708398	NA	NA	NA	NA
"2017-12-03T14:06:41"	NA	NA	12.1121	NA	NA	5.601
"2017-12-03T14:08:11"	NA	NA	NA	37.7287	NA	NA
"2017-12-03T14:32:04"	45.697753	13.708398	NA	NA	NA	NA
"2017-12-03T15:02:13"	45.697713	13.708358	NA	NA	NA	NA
"2017-12-03T15:06:42"	NA	NA	12.1388	NA	NA	5.595
"2017-12-03T15:08:10"	NA	NA	NA	37.7089	NA	NA
"2017-12-03T15:32:08"	45.697862	13.708395	NA	NA	NA	NA
"2017-12-03T16:02:08"	45.697617	13.708442	NA	NA	NA	NA
"2017-12-03T16:32:08"	45.697823	13.708405	NA	NA	NA	NA
"2017-12-03T17:02:05"	45.697805	13.708392	NA	NA	NA	NA
"2017-12-03T17:06:41"	NA	NA	12.0543	NA	NA	5.588
"2017-12-03T17:08:11"	NA	NA	NA	37.7044	NA	NA
"2017-12-03T17:32:12"	45.697817	13.70838	NA	NA	NA	NA
"2017-12-03T18:02:08"	45.697812	13.708385	NA	NA	NA	NA
"2017-12-03T18:06:41"	NA	NA	11.6594	NA	NA	5.603
"2017-12-03T18:08:10"	NA	NA	NA	37.6473	NA	NA
"2017-12-03T18:32:08"	45.697802	13.708417	NA	NA	NA	NA
"2017-12-03T19:02:09"	45.697812	13.708448	NA	NA	NA	NA
"2017-12-03T19:06:42"	NA	NA	11.6577	NA	NA	5.572
"2017-12-03T19:08:10"	NA	NA	NA	37.6253	NA	NA
"2017-12-03T19:32:04"	45.697793	13.708427	NA	NA	NA	NA
"2017-12-03T20:02:12"	45.697773	13.708437	NA	NA	NA	NA
"2017-12-03T20:06:42"	NA	NA	11.6378	NA	NA	5.587
"2017-12-03T20:08:10"	NA	NA	NA	37.6458	NA	NA
"2017-12-03T20:32:08"	45.697797	13.708423	NA	NA	NA	NA
"2017-12-03T21:02:09"	45.697825	13.708407	NA	NA	NA	NA
"2017-12-03T21:06:42"	NA	NA	11.6346	NA	NA	5.582
"2017-12-03T21:08:11"	NA	NA	NA	37.6334	NA	NA
"2017-12-03T21:32:08"	45.697822	13.708392	NA	NA	NA	NA
"2017-12-03T22:02:04"	45.697812	13.708377	NA	NA	NA	NA
"2017-12-03T22:06:42"	NA	NA	11.493	NA	NA	5.614
"2017-12-03T22:08:11"	NA	NA	NA	37.6229	NA	NA
"2017-12-03T22:32:12"	45.697788	13.708378	NA	NA	NA	NA
"2017-12-03T23:02:09"	45.69776	13.70841	NA	NA	NA	NA
"2017-12-03T23:06:42"	NA	NA	11.6153	NA	NA	5.615
"2017-12-03T23:08:10"	NA	NA	NA	37.6504	NA	NA
"2017-12-03T23:32:08"	45.697745	13.708437	NA	NA	NA	NA
"2017-12-04T00:02:08"	45.69785	13.708403	NA	NA	NA	NA
"2017-12-04T00:06:41"	NA	NA	11.5309	NA	NA	5.625
"2017-12-04T00:08:11"	NA	NA	NA	37.6586	NA	NA
"2017-12-04T00:32:04"	45.697835	13.70841	NA	NA	NA	NA
"2017-12-04T01:02:12"	45.697853	13.708447	NA	NA	NA	NA
"2017-12-04T01:06:42"	NA	NA	11.8965	NA	NA	5.597
"2017-12-04T01:08:11"	NA	NA	NA	37.6512	NA	NA
"2017-12-04T01:32:08"	45.69779	13.708413	NA	NA	NA	NA
"2017-12-04T02:02:08"	45.697772	13.708402	NA	NA	NA	NA
"2017-12-04T02:06:41"	NA	NA	11.7781	NA	NA	5.621
"2017-12-04T02:08:11"	NA	NA	NA	37.6771	NA	NA
"2017-12-04T02:32:08"	45.697805	13.70842	NA	NA	NA	NA
"2017-12-04T03:02:04"	45.697787	13.708412	NA	NA	NA	NA
"2017-12-04T03:06:42"	NA	NA	11.8192	NA	NA	5.621
"2017-12-04T03:08:11"	NA	NA	NA	37.6896	NA	NA
"2017-12-04T03:32:12"	45.697818	13.708438	NA	NA	NA	NA
"2017-12-04T04:02:08"	45.697927	13.708428	NA	NA	NA	NA
"2017-12-04T04:06:41"	NA	NA	11.7839	NA	NA	5.601
"2017-12-04T04:08:11"	NA	NA	NA	37.7134	NA	NA
"2017-12-04T04:32:08"	45.697943	13.708445	NA	NA	NA	NA
"2017-12-04T05:02:08"	45.697725	13.708415	NA	NA	NA	NA
"2017-12-04T05:06:41"	NA	NA	11.6819	NA	NA	5.609
"2017-12-04T05:08:11"	NA	NA	NA	37.7244	NA	NA
"2017-12-04T05:32:04"	45.697935	13.70845	NA	NA	NA	NA
"2017-12-04T06:02:12"	45.697958	13.708403	NA	NA	NA	NA
"2017-12-04T06:06:42"	NA	NA	12.3334	NA	NA	5.547
"2017-12-04T06:08:11"	NA	NA	NA	37.7222	NA	NA
"2017-12-04T06:32:08"	45.697917	13.708398	NA	NA	NA	NA
"2017-12-04T07:02:09"	45.69792	13.708367	NA	NA	NA	NA
"2017-12-04T07:06:42"	NA	NA	12.3801	NA	NA	5.536
"2017-12-04T07:08:11"	NA	NA	NA	37.7389	NA	NA
"2017-12-04T07:32:08"	45.697915	13.70839	NA	NA	NA	NA
"2017-12-04T08:02:04"	45.697945	13.708415	NA	NA	NA	NA
"2017-12-04T08:06:42"	NA	NA	12.4453	NA	NA	5.518
"2017-12-04T08:08:11"	NA	NA	NA	37.7396	NA	NA
"2017-12-04T08:32:12"	45.697893	13.708452	NA	NA	NA	NA
"2017-12-04T09:02:09"	45.697878	13.708403	NA	NA	NA	NA
"2017-12-04T09:06:42"	NA	NA	12.4942	NA	NA	5.519
"2017-12-04T09:08:11"	NA	NA	NA	37.733	NA	NA
"2017-12-04T09:32:09"	45.697937	13.708452	NA	NA	NA	NA
"2017-12-04T10:02:08"	45.69796	13.70843	NA	NA	NA	NA
"2017-12-04T10:06:41"	NA	NA	12.541	NA	NA	5.525
"2017-12-04T10:08:11"	NA	NA	NA	37.7383	NA	NA
"2017-12-04T10:32:04"	45.697973	13.708452	NA	NA	NA	NA
"2017-12-04T11:02:13"	45.69796	13.70846	NA	NA	NA	NA
"2017-12-04T11:06:42"	NA	NA	12.6039	NA	NA	5.51
"2017-12-04T11:08:10"	NA	NA	NA	37.7403	NA	NA
"2017-12-04T11:32:08"	45.697933	13.708455	NA	NA	NA	NA
"2017-12-04T12:02:08"	45.697875	13.708417	NA	NA	NA	NA
"2017-12-04T12:06:41"	NA	NA	12.6411	NA	NA	5.527
"2017-12-04T12:08:10"	NA	NA	NA	37.7385	NA	NA
"2017-12-04T12:32:08"	45.697925	13.708457	NA	NA	NA	NA
"2017-12-04T13:02:04"	45.697915	13.708442	NA	NA	NA	NA
"2017-12-04T13:32:12"	45.697983	13.708437	NA	NA	NA	NA
"2017-12-04T14:02:08"	45.69785	13.70845	NA	NA	NA	NA
"2017-12-04T14:06:41"	NA	NA	12.6672	NA	NA	5.518
"2017-12-04T14:08:11"	NA	NA	NA	37.731	NA	NA
"2017-12-04T14:32:08"	45.697877	13.708428	NA	NA	NA	NA
"2017-12-04T15:02:08"	45.69791	13.70843	NA	NA	NA	NA
"2017-12-04T15:06:41"	NA	NA	12.6737	NA	NA	5.533
"2017-12-04T15:08:10"	NA	NA	NA	37.714	NA	NA
"2017-12-04T15:32:04"	45.697903	13.70844	NA	NA	NA	NA
"2017-12-04T16:02:12"	45.697972	13.708422	NA	NA	NA	NA
"2017-12-04T16:06:42"	NA	NA	12.6521	NA	NA	5.514
"2017-12-04T16:08:10"	NA	NA	NA	37.7297	NA	NA
"2017-12-04T16:32:08"	45.69788	13.708412	NA	NA	NA	NA
"2017-12-04T17:02:08"	45.69789	13.708407	NA	NA	NA	NA
"2017-12-04T17:06:41"	NA	NA	12.6205	NA	NA	5.507
"2017-12-04T17:08:10"	NA	NA	NA	37.7383	NA	NA
"2017-12-04T17:32:08"	45.698012	13.708405	NA	NA	NA	NA
"2017-12-04T18:02:05"	45.6979	13.708433	NA	NA	NA	NA
"2017-12-04T18:06:41"	NA	NA	12.5943	NA	NA	5.51
"2017-12-04T18:08:10"	NA	NA	NA	37.7367	NA	NA
"2017-12-04T18:32:12"	45.697967	13.708403	NA	NA	NA	NA
"2017-12-04T19:02:08"	45.697948	13.708443	NA	NA	NA	NA
"2017-12-04T19:06:41"	NA	NA	12.6117	NA	NA	5.499
"2017-12-04T19:08:11"	NA	NA	NA	37.7386	NA	NA
"2017-12-04T19:32:09"	45.69794	13.708457	NA	NA	NA	NA
"2017-12-04T20:02:08"	45.697882	13.708445	NA	NA	NA	NA
"2017-12-04T20:06:41"	NA	NA	12.6124	NA	NA	5.508
"2017-12-04T20:08:11"	NA	NA	NA	37.7202	NA	NA
"2017-12-04T20:32:04"	45.697935	13.708425	NA	NA	NA	NA
"2017-12-04T21:02:12"	45.697953	13.708422	NA	NA	NA	NA
"2017-12-04T21:06:42"	NA	NA	12.5895	NA	NA	5.511
"2017-12-04T21:08:10"	NA	NA	NA	37.7421	NA	NA
"2017-12-04T21:32:08"	45.697955	13.708425	NA	NA	NA	NA
"2017-12-04T22:02:09"	45.697887	13.7084	NA	NA	NA	NA
"2017-12-04T22:06:42"	NA	NA	12.6234	NA	NA	5.501
"2017-12-04T22:08:11"	NA	NA	NA	37.7146	NA	NA
"2017-12-04T22:32:08"	45.697898	13.708402	NA	NA	NA	NA
"2017-12-04T23:02:04"	45.69781	13.708435	NA	NA	NA	NA
"2017-12-04T23:06:42"	NA	NA	12.6042	NA	NA	5.501
"2017-12-04T23:08:11"	NA	NA	NA	37.7349	NA	NA
"2017-12-04T23:32:12"	45.697938	13.70838	NA	NA	NA	NA
"2017-12-05T00:02:09"	45.697922	13.7084	NA	NA	NA	NA
"2017-12-05T00:06:42"	NA	NA	12.5417	NA	NA	5.499
"2017-12-05T00:08:11"	NA	NA	NA	37.7566	NA	NA
"2017-12-05T00:32:08"	45.697913	13.708427	NA	NA	NA	NA
"2017-12-05T01:02:09"	45.697903	13.708468	NA	NA	NA	NA
"2017-12-05T01:06:42"	NA	NA	12.4905	NA	NA	5.478
"2017-12-05T01:08:11"	NA	NA	NA	37.7536	NA	NA
"2017-12-05T01:32:04"	45.697973	13.708483	NA	NA	NA	NA
"2017-12-05T02:02:12"	45.697945	13.708422	NA	NA	NA	NA
"2017-12-05T02:06:42"	NA	NA	12.48	NA	NA	5.476
"2017-12-05T02:08:11"	NA	NA	NA	37.7746	NA	NA
"2017-12-05T02:32:09"	45.697942	13.708448	NA	NA	NA	NA
"2017-12-05T03:02:09"	45.697933	13.708428	NA	NA	NA	NA
"2017-12-05T03:06:42"	NA	NA	12.5453	NA	NA	5.499
"2017-12-05T03:08:11"	NA	NA	NA	37.7987	NA	NA
"2017-12-05T03:32:08"	45.697935	13.708452	NA	NA	NA	NA
"2017-12-05T04:02:04"	45.69795	13.708418	NA	NA	NA	NA
"2017-12-05T04:06:42"	NA	NA	12.6163	NA	NA	5.518
"2017-12-05T04:08:10"	NA	NA	NA	37.8297	NA	NA
"2017-12-05T04:32:12"	45.697863	13.708442	NA	NA	NA	NA
"2017-12-05T05:02:08"	45.697962	13.708448	NA	NA	NA	NA
"2017-12-05T05:06:41"	NA	NA	12.646	NA	NA	5.5
"2017-12-05T05:08:11"	NA	NA	NA	37.8333	NA	NA
"2017-12-05T05:32:08"	45.697943	13.708462	NA	NA	NA	NA
"2017-12-05T06:02:09"	45.69795	13.708427	NA	NA	NA	NA
"2017-12-05T06:06:42"	NA	NA	12.656	NA	NA	5.502
"2017-12-05T06:08:11"	NA	NA	NA	37.8503	NA	NA
"2017-12-05T06:32:04"	45.697978	13.708382	NA	NA	NA	NA
"2017-12-05T07:02:12"	45.697945	13.70839	NA	NA	NA	NA
"2017-12-05T07:06:42"	NA	NA	12.6126	NA	NA	5.524
"2017-12-05T07:08:11"	NA	NA	NA	37.8461	NA	NA
"2017-12-05T07:32:08"	45.697912	13.708407	NA	NA	NA	NA
"2017-12-05T08:02:08"	45.697972	13.708405	NA	NA	NA	NA
"2017-12-05T08:06:41"	NA	NA	12.5562	NA	NA	5.53
"2017-12-05T08:08:11"	NA	NA	NA	37.8208	NA	NA
"2017-12-05T08:32:08"	45.697863	13.708465	NA	NA	NA	NA
"2017-12-05T09:02:04"	45.697933	13.708453	NA	NA	NA	NA
"2017-12-05T09:06:42"	NA	NA	12.4604	NA	NA	5.537
"2017-12-05T09:08:10"	NA	NA	NA	37.8185	NA	NA
"2017-12-05T09:32:12"	45.697957	13.708445	NA	NA	NA	NA
"2017-12-05T10:06:42"	NA	NA	12.5539	NA	NA	5.52
"2017-12-05T10:08:11"	NA	NA	NA	37.8206	NA	NA
"2017-12-05T10:32:08"	45.69794	13.708475	NA	NA	NA	NA
"2017-12-05T11:02:08"	45.697953	13.70849	NA	NA	NA	NA
"2017-12-05T11:06:41"	NA	NA	12.7056	NA	NA	5.533
"2017-12-05T11:08:11"	NA	NA	NA	37.821	NA	NA
"2017-12-05T11:32:04"	45.697927	13.708507	NA	NA	NA	NA
"2017-12-05T12:02:13"	45.697955	13.708473	NA	NA	NA	NA
"2017-12-05T12:06:42"	NA	NA	12.8073	NA	NA	5.532
"2017-12-05T12:08:11"	NA	NA	NA	37.8268	NA	NA
"2017-12-05T12:32:08"	45.697952	13.70849	NA	NA	NA	NA
"2017-12-05T13:02:08"	45.698012	13.708505	NA	NA	NA	NA
"2017-12-05T13:06:41"	NA	NA	12.7917	NA	NA	5.53
"2017-12-05T13:08:11"	NA	NA	NA	37.8213	NA	NA
"2017-12-05T13:32:08"	45.697937	13.708452	NA	NA	NA	NA
"2017-12-05T14:02:04"	45.697972	13.708462	NA	NA	NA	NA
"2017-12-05T14:06:42"	NA	NA	12.7563	NA	NA	5.516
"2017-12-05T14:08:11"	NA	NA	NA	37.8229	NA	NA
"2017-12-05T14:32:12"	45.697945	13.708472	NA	NA	NA	NA
"2017-12-05T15:02:09"	45.697927	13.708453	NA	NA	NA	NA
"2017-12-05T15:06:42"	NA	NA	12.7434	NA	NA	5.505
"2017-12-05T15:08:11"	NA	NA	NA	37.8184	NA	NA
"2017-12-05T16:06:42"	NA	NA	12.7459	NA	NA	5.522
"2017-12-05T16:08:11"	NA	NA	NA	37.8189	NA	NA
"2017-12-05T17:06:42"	NA	NA	12.74	NA	NA	5.536
"2017-12-05T17:08:11"	NA	NA	NA	37.8165	NA	NA
"2017-12-05T17:32:08"	45.69798	13.708475	NA	NA	NA	NA
"2017-12-05T18:02:08"	45.697892	13.708507	NA	NA	NA	NA
"2017-12-05T18:06:41"	NA	NA	12.7199	NA	NA	5.53
"2017-12-05T18:08:11"	NA	NA	NA	37.8223	NA	NA
"2017-12-05T18:32:08"	45.697937	13.708517	NA	NA	NA	NA
"2017-12-05T19:02:04"	45.697913	13.708498	NA	NA	NA	NA
"2017-12-05T19:06:42"	NA	NA	12.7319	NA	NA	5.52
"2017-12-05T19:08:11"	NA	NA	NA	37.8155	NA	NA
"2017-12-05T19:32:12"	45.697942	13.708482	NA	NA	NA	NA
"2017-12-05T20:02:08"	45.697913	13.708503	NA	NA	NA	NA
"2017-12-05T20:06:41"	NA	NA	12.7254	NA	NA	5.512
"2017-12-05T20:08:11"	NA	NA	NA	37.7971	NA	NA
"2017-12-05T20:32:08"	45.69793	13.708507	NA	NA	NA	NA
"2017-12-05T21:02:08"	45.69794	13.708492	NA	NA	NA	NA
"2017-12-05T21:06:41"	NA	NA	12.6766	NA	NA	5.505
"2017-12-05T21:08:11"	NA	NA	NA	37.8089	NA	NA
"2017-12-05T21:32:04"	45.697952	13.708463	NA	NA	NA	NA
"2017-12-05T22:02:12"	45.697945	13.708457	NA	NA	NA	NA
"2017-12-05T22:06:42"	NA	NA	12.6964	NA	NA	5.482
"2017-12-05T22:08:11"	NA	NA	NA	37.7882	NA	NA
"2017-12-05T22:32:08"	45.697927	13.708475	NA	NA	NA	NA
"2017-12-05T23:02:08"	45.69785	13.708482	NA	NA	NA	NA
"2017-12-05T23:06:42"	NA	NA	12.6534	NA	NA	5.467
"2017-12-05T23:08:11"	NA	NA	NA	37.7918	NA	NA
"2017-12-05T23:32:08"	45.69791	13.708482	NA	NA	NA	NA
"2017-12-06T00:02:04"	45.697968	13.708455	NA	NA	NA	NA
"2017-12-06T00:06:42"	NA	NA	12.6339	NA	NA	5.462
"2017-12-06T00:08:11"	NA	NA	NA	37.7802	NA	NA
"2017-12-06T00:32:12"	45.697928	13.708438	NA	NA	NA	NA
"2017-12-06T01:02:08"	45.697927	13.708488	NA	NA	NA	NA
"2017-12-06T01:06:41"	NA	NA	12.6245	NA	NA	5.458
"2017-12-06T01:08:10"	NA	NA	NA	37.7673	NA	NA
"2017-12-06T01:32:09"	45.697943	13.708517	NA	NA	NA	NA
"2017-12-06T02:02:08"	45.697943	13.70853	NA	NA	NA	NA
"2017-12-06T02:06:41"	NA	NA	12.6272	NA	NA	5.456
"2017-12-06T02:08:11"	NA	NA	NA	37.7603	NA	NA
"2017-12-06T02:32:04"	45.697938	13.708477	NA	NA	NA	NA
"2017-12-06T03:02:12"	45.697887	13.70847	NA	NA	NA	NA
"2017-12-06T03:06:42"	NA	NA	12.6457	NA	NA	5.463
"2017-12-06T03:08:10"	NA	NA	NA	37.7655	NA	NA
"2017-12-06T03:32:08"	45.697912	13.708495	NA	NA	NA	NA
"2017-12-06T04:02:08"	45.698013	13.708508	NA	NA	NA	NA
"2017-12-06T04:06:41"	NA	NA	12.6314	NA	NA	5.42
"2017-12-06T04:08:11"	NA	NA	NA	37.7606	NA	NA
"2017-12-06T04:32:08"	45.697857	13.708497	NA	NA	NA	NA
"2017-12-06T05:02:04"	45.6979	13.708502	NA	NA	NA	NA
"2017-12-06T05:06:42"	NA	NA	12.6468	NA	NA	5.445
"2017-12-06T05:08:11"	NA	NA	NA	37.7557	NA	NA
"2017-12-06T05:32:13"	45.697917	13.708502	NA	NA	NA	NA
"2017-12-06T06:02:08"	45.697912	13.708498	NA	NA	NA	NA
"2017-12-06T06:06:41"	NA	NA	12.6418	NA	NA	5.442
"2017-12-06T06:08:10"	NA	NA	NA	37.7558	NA	NA
"2017-12-06T06:32:08"	45.697917	13.708425	NA	NA	NA	NA
"2017-12-06T07:02:08"	45.697902	13.708448	NA	NA	NA	NA
"2017-12-06T07:06:41"	NA	NA	12.6568	NA	NA	5.438
"2017-12-06T07:08:11"	NA	NA	NA	37.7595	NA	NA
"2017-12-06T07:32:05"	45.697897	13.708485	NA	NA	NA	NA
"2017-12-06T08:02:12"	45.697928	13.708468	NA	NA	NA	NA
"2017-12-06T08:06:42"	NA	NA	12.6824	NA	NA	5.41
"2017-12-06T08:08:11"	NA	NA	NA	37.7621	NA	NA
"2017-12-06T08:32:08"	45.697923	13.708477	NA	NA	NA	NA
"2017-12-06T09:02:08"	45.697955	13.708443	NA	NA	NA	NA
"2017-12-06T09:06:41"	NA	NA	12.6891	NA	NA	5.429
"2017-12-06T09:08:10"	NA	NA	NA	37.761	NA	NA
"2017-12-06T09:32:08"	45.697952	13.708442	NA	NA	NA	NA
"2017-12-06T10:02:04"	45.697923	13.708438	NA	NA	NA	NA
"2017-12-06T10:32:12"	45.697983	13.708448	NA	NA	NA	NA
"2017-12-06T11:02:08"	45.697957	13.708483	NA	NA	NA	NA
"2017-12-06T11:06:41"	NA	NA	12.7405	NA	NA	5.434
"2017-12-06T11:08:10"	NA	NA	NA	37.7643	NA	NA
"2017-12-06T11:32:08"	45.69794	13.708487	NA	NA	NA	NA
"2017-12-06T12:02:08"	45.69792	13.708458	NA	NA	NA	NA
"2017-12-06T12:06:41"	NA	NA	12.7686	NA	NA	5.478
"2017-12-06T12:08:11"	NA	NA	NA	37.7664	NA	NA
"2017-12-06T12:32:04"	45.697948	13.708507	NA	NA	NA	NA
"2017-12-06T13:02:12"	45.697932	13.708502	NA	NA	NA	NA
"2017-12-06T13:06:42"	NA	NA	12.7816	NA	NA	5.472
"2017-12-06T13:08:11"	NA	NA	NA	37.7667	NA	NA
"2017-12-06T13:32:08"	45.697953	13.708497	NA	NA	NA	NA
"2017-12-06T14:02:08"	45.697878	13.708468	NA	NA	NA	NA
"2017-12-06T14:06:41"	NA	NA	12.7801	NA	NA	5.479
"2017-12-06T14:08:11"	NA	NA	NA	37.7712	NA	NA
"2017-12-06T14:32:08"	45.697882	13.708455	NA	NA	NA	NA
"2017-12-06T15:02:04"	45.697902	13.708438	NA	NA	NA	NA
"2017-12-06T15:06:42"	NA	NA	12.7801	NA	NA	5.506
"2017-12-06T15:08:11"	NA	NA	NA	37.7702	NA	NA
"2017-12-06T15:32:13"	45.697857	13.708517	NA	NA	NA	NA
"2017-12-06T16:02:08"	45.697922	13.708473	NA	NA	NA	NA
"2017-12-06T16:06:41"	NA	NA	12.7537	NA	NA	5.488
"2017-12-06T16:08:10"	NA	NA	NA	37.768	NA	NA
"2017-12-06T16:32:08"	45.697888	13.708473	NA	NA	NA	NA
"2017-12-06T17:02:08"	45.69797	13.708468	NA	NA	NA	NA
"2017-12-06T17:06:41"	NA	NA	12.7132	NA	NA	5.486
"2017-12-06T17:08:11"	NA	NA	NA	37.766	NA	NA
"2017-12-06T17:32:05"	45.697942	13.708448	NA	NA	NA	NA
"2017-12-06T18:02:12"	45.697965	13.708478	NA	NA	NA	NA
"2017-12-06T18:06:42"	NA	NA	12.7003	NA	NA	5.484
"2017-12-06T18:08:10"	NA	NA	NA	37.7655	NA	NA
"2017-12-06T18:32:32"	45.697858	13.708513	NA	NA	NA	NA
"2017-12-06T19:02:08"	45.697922	13.708482	NA	NA	NA	NA
"2017-12-06T19:06:41"	NA	NA	12.69	NA	NA	5.51
"2017-12-06T19:08:10"	NA	NA	NA	37.7659	NA	NA
"2017-12-06T19:32:08"	45.697908	13.708475	NA	NA	NA	NA
"2017-12-06T20:02:04"	45.697872	13.708527	NA	NA	NA	NA
"2017-12-06T20:06:42"	NA	NA	12.6737	NA	NA	5.495
"2017-12-06T20:08:11"	NA	NA	NA	37.7686	NA	NA
"2017-12-06T20:32:12"	45.697935	13.708485	NA	NA	NA	NA
"2017-12-06T21:02:08"	45.698005	13.708463	NA	NA	NA	NA
"2017-12-06T21:06:41"	NA	NA	12.6707	NA	NA	5.503
"2017-12-06T21:08:11"	NA	NA	NA	37.7699	NA	NA
"2017-12-06T21:32:08"	45.69798	13.708468	NA	NA	NA	NA
"2017-12-06T22:02:08"	45.697998	13.708453	NA	NA	NA	NA
"2017-12-06T22:06:41"	NA	NA	12.64	NA	NA	5.494
"2017-12-06T22:08:11"	NA	NA	NA	37.7704	NA	NA
"2017-12-06T22:32:05"	45.697953	13.708477	NA	NA	NA	NA
"2017-12-06T23:02:12"	45.697937	13.708475	NA	NA	NA	NA
"2017-12-06T23:06:42"	NA	NA	12.636	NA	NA	5.49
"2017-12-06T23:08:11"	NA	NA	NA	37.7679	NA	NA
"2017-12-06T23:32:09"	45.697907	13.708467	NA	NA	NA	NA
"2017-12-07T00:02:08"	45.697985	13.708452	NA	NA	NA	NA
"2017-12-07T00:06:41"	NA	NA	12.6056	NA	NA	5.494
"2017-12-07T00:08:11"	NA	NA	NA	37.7684	NA	NA
"2017-12-07T00:32:08"	45.697928	13.70847	NA	NA	NA	NA
"2017-12-07T01:02:04"	45.697965	13.708483	NA	NA	NA	NA
"2017-12-07T01:06:42"	NA	NA	12.6105	NA	NA	5.505
"2017-12-07T01:08:11"	NA	NA	NA	37.7695	NA	NA
"2017-12-07T01:32:12"	45.698008	13.708523	NA	NA	NA	NA
"2017-12-07T02:02:08"	45.697982	13.708492	NA	NA	NA	NA
"2017-12-07T02:06:41"	NA	NA	12.581	NA	NA	5.505
"2017-12-07T02:08:11"	NA	NA	NA	37.7708	NA	NA
"2017-12-07T02:32:08"	45.697953	13.708475	NA	NA	NA	NA
"2017-12-07T03:02:08"	45.697915	13.708475	NA	NA	NA	NA
"2017-12-07T03:06:41"	NA	NA	12.5865	NA	NA	5.509
"2017-12-07T03:08:10"	NA	NA	NA	37.7712	NA	NA
"2017-12-07T03:32:04"	45.697897	13.708498	NA	NA	NA	NA
"2017-12-07T04:02:12"	45.697865	13.708487	NA	NA	NA	NA
"2017-12-07T04:06:42"	NA	NA	12.5815	NA	NA	5.504
"2017-12-07T04:08:11"	NA	NA	NA	37.774	NA	NA
"2017-12-07T04:32:08"	45.697833	13.708467	NA	NA	NA	NA
"2017-12-07T05:02:08"	45.69805	13.708502	NA	NA	NA	NA
"2017-12-07T05:06:41"	NA	NA	12.5666	NA	NA	5.509
"2017-12-07T05:08:10"	NA	NA	NA	37.7796	NA	NA
"2017-12-07T05:32:08"	45.69799	13.708483	NA	NA	NA	NA
"2017-12-07T06:02:04"	45.698055	13.708477	NA	NA	NA	NA
"2017-12-07T06:06:42"	NA	NA	12.5588	NA	NA	5.508
"2017-12-07T06:08:11"	NA	NA	NA	37.7802	NA	NA
"2017-12-07T06:32:12"	45.698035	13.708475	NA	NA	NA	NA
"2017-12-07T07:02:09"	45.697888	13.70849	NA	NA	NA	NA
"2017-12-07T07:06:42"	NA	NA	12.5472	NA	NA	5.524
"2017-12-07T07:08:11"	NA	NA	NA	37.7753	NA	NA
"2017-12-07T07:32:09"	45.697883	13.708517	NA	NA	NA	NA
"2017-12-07T08:02:08"	45.697842	13.708545	NA	NA	NA	NA
"2017-12-07T08:06:41"	NA	NA	12.5456	NA	NA	5.518
"2017-12-07T08:08:10"	NA	NA	NA	37.7777	NA	NA
"2017-12-07T08:32:04"	45.697918	13.70848	NA	NA	NA	NA
"2017-12-07T09:02:12"	45.697922	13.708485	NA	NA	NA	NA
"2017-12-07T09:06:42"	NA	NA	12.5466	NA	NA	5.513
"2017-12-07T09:08:11"	NA	NA	NA	37.7776	NA	NA
